,movie_id,title,cast,director,editor,production_design,art_direction,costume_design,original_music_composer,director_of_photography
644,9350,Cliffhanger,"Sylvester Stallone,John Lithgow,Michael Rooker,Janine Turner,Rex Linn,Caroline Goodall,Leon Robinson,Craig Fairbrass,Gregory Scott Cummins,Denis Forest,Michelle Joyner,Max Perlich,Ralph Waite,Paul Winfield,Trey Brownell",Renny Harlin,Frank J. Urioste,John Vallone,Aurelio Crugnola,Ellen Mirojnick,Trevor Jones,Alex Thomson
645,9208,Broken Arrow,"John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Howie Long,Vondie CurtisHall,Jack Thompson,Vyto Ruginis,Ousaun Elam,Shaun Toub,Casey Biggs,Jeffrey J Stephen,Joey Box",John Woo,Joe Hutshing,Unknown,Unknown,Unknown,Hans Zimmer,Peter Levy
646,4244,The Kid,"Bruce Willis,Spencer Breslin,Emily Mortimer,Lily Tomlin,Chi McBride,Jean Smart,Dana Ivey,Daniel von Bargen,Stanley Anderson,Susan Dalian,Juanita Moore,Melissa McCarthy,Esther Scott,Deborah May,Vernee WatsonJohnson,Jan Hoag,Elizabeth Arlen,Alexandra Barreto,John Apicella,Brian McGregor,Reiley McClendon,Brian Tibbetts,Brian McLaughlin,Steve Tom,Marc Copage,Rod McLachlan,Scott Mosenson,Brian Fenwick,Duke Faeger,Toshiya Agata,Joshua Finkel,Lou Beatty Jr,EJ Callahan,Daryl Anderson,Darrell Foster,Michael Wajacs,John Travis,Larry King,Jeri Ryan,Nick Chinlund,Stuart Scott,Rich Eisen,Kevon Edmonds,Julia Waters,Maxine Waters Willard,Stephanie Spruill,David C Fisher,Tanisha Grant,Molly Marlette,Paul Moncrief,Kelly Nish,Matthew Perry,Dayna Price,Travis Rosario,Luigi Francis Shorty Rossi,Gary Weeks,Harold Greene",Jon Turteltaub,Unknown,Unknown,Unknown,Unknown,Jason White,Unknown
647,1852,World Trade Center,"Nicolas Cage,Maria Bello,Maggie Gyllenhaal,Michael Peña,Jay Hernandez,Danny Nucci,Michael Shannon,Dorothy Lyman,Peter McRobbie,Wass Stevens,Stephen Dorff,Frank Whaley,Stoney Westmoreland,Viola Davis,Lola Cook,Connor Paolo,Anthony Piccininni,Alexa Gerasimovich,Morgan Flynn,Armando Riesco,Jon Bernthal,Jude Ciccolella",Oliver Stone,David Brenner,Jan Roelfs,Richard L. Johnson,Michael Dennison,Craig Armstrong,Seamus McGarvey
648,11820,Mona Lisa Smile,"Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal,Ginnifer Goodwin,Topher Grace,Dominic West,Taylor Roberts,Juliet Stevenson,Marcia Gay Harden,Tori Amos,Lily Rabe,Jennie Eisenhower,John Slattery,Marian Seldes,Donna Mitchell,Terence Rigby,Laura Allen,Jordan Bridges,Ebon MossBachrach,Annika Marks,Krysten Ritter",Mike Newell,Mick Audsley,Jane Musky,Patricia Woodbridge,Michael Dennison,Rachel Portman,Anastas N. Michos
649,76493,The Dictator,"Sacha Baron Cohen,Sayed Badreya,Aasif Mandvi,Megan Fox,Anna Faris,John C Reilly,Michelle Bergh,Adeel Akhtar,Ben Kingsley,Olivia Taylor Dudley,Jason Mantzoukas,Kathryn Hahn,Rizwan Manji,Alex Kruz,Seth Morris",Larry Charles,Eric Kissack,Unknown,Unknown,Jeffrey Kurland,Erran Baron Cohen,Unknown
650,345,Eyes Wide Shut,"Tom Cruise,Nicole Kidman,Madison Eginton,Jackie Sawiris,Sydney Pollack,Leslie Lowe,Peter Benson,Todd Field,Michael Doven,Sky du Mont,Julienne Davis,Marie Richardson,Vinessa Shaw,Leelee Sobieski,Alan Cumming,Rade Serbedzija,Leon Vitali",Stanley Kubrick,Nigel Galt,Leslie Tomkins,Unknown,Unknown,Jocelyn Pook,Larry Smith
651,196867,Annie,"Quvenzhané Wallis,Jamie Foxx,Rose Byrne,Cameron Diaz,Bobby Cannavale,Adewale AkinnuoyeAgbaje,David Zayas,Amanda Troya,Zoe Margaret Colletti,Nicolette Pierini,Eden DuncanSmith,Dorian Missick,Tracie Thoms,Mike Birbiglia,Stephanie Kurtzuba,Peter Van Wagner,Michael J Fox,Raushanah Simmons,Donna Marie Recco,Mila Kunis,Ashton Kutcher,Rihanna,Patricia Clarkson,Sia,Bobby Moynihan,Pat Kiernan,Beth Rowe,Jill Nocolini,Brad Bong,Andrew Fleming,Jessica Sherr,Scarlett Benchley,Ray Iannicelli,Ty Jones,Victor Cruz,Taylor Richardson,Derrick Baskin,Pernell Walker,Lytle Harper,J Kaitlin Becker",Will Gluck,Tia Nolan,Marcia Hinds,Patricia Woodbridge,Renee Ehrlich Kalfus,Greg Kurstin,Michael Grady
652,256591,Focus,"Will Smith,Margot Robbie,Rodrigo Santoro,Robert Taylor,Gerald McRaney,Adrian Martinez,BD Wong,Brennan Brown,Dotan Bonen,Griff Furst,Stephanie Honoré,David Stanford,Dominic Fumusa,Steve Kim,Don Yesso,Nina Leon,Clay Chamberlin,Danny Ladmirault,Juan Minujín,Cacilie Hughes,Melania Lenoir,Jano Seitun,Pietro Gian,Justina Bustos,Paula Brasca,Antonella Macchi,Daniella Short,Aaron Jay Rome,Armando Leduc,Jon Eyez,Chip Carriere,Frank J Monteleone,Alan Sabbagh,Kate Adair,Billy Slaughter,Lindsay Clift,Brett Baker",Glenn Ficarra,Jan Kovac,Beth Mickle,Kelly Curley,Dayna Pink,Nick Urata,Xavier Grobet
653,59962,This Means War,"Reese Witherspoon,Chris Pine,Tom Hardy,Laura Vandervoort,Angela Bassett,Kasey Ryne Mazak,Warren Christie,Natassia Malthe,Til Schweiger,Chelsea Handler,John Paul Ruttan,Abigail Spencer,Rosemary Harris,George Touliatos,Clint Carleton,Jenny Slate,Leela Savasta,Derek Waters,Mike Dopud,Daren A Herbert,Kevin OGrady,Jesse Reid,Viv Leacock,Rebel Wilson,Paul Wu,Kasey Ryne Mazak,Kevan Ohtsji,Dominique Brownes,Aleks Paunovic,Joey Forfellow,Elizabeth Weinstein,Ash Lee,Jakob Davies,Lauren Watson,Paul Becker,Louise Hradsky,Jennifer Oleksiuk,Kirstyn Konig,Daniela Dib,Stefania Spampinato,Emilie Ullerup,Tyrell Witherspoon",McG,Nicolas De Toth,Martin Laing,Eric Fraser,Sophie de Rakoff,Christophe Beck,Russell Carpenter
654,36648,Blade Trinity,"Wesley Snipes,Kris Kristofferson,Dominic Purcell,Jessica Biel,Ryan Reynolds,Parker Posey,Mark Berry,John Michael Higgins,Callum Keith Rennie,Paul Michael Lévesque,Paul Anthony,Françoise Yip,Michael Anthony Rawlins,James Remar,Natasha Lyonne,Ginger Broatch,Patton Oswalt,Eric Bogosian,Erica Cerra,Clay Cullen",David S. Goyer,Howard E. Smith,Chris Gorak,Eric Fraser,Laura Jean Shannon,RZA,Gabriel Beristain
655,1880,Red Dawn,"Patrick Swayze,C Thomas Howell,Lea Thompson,Darren Dalton,Charlie Sheen,Jennifer Grey,Brad Savage,Ben Johnson,Harry Dean Stanton,William Smith,Powers Boothe,Ron ONeal,Vladek Sheybal,Frank McRae,Lane Smith,Roy Jenson,Pepe Serna,Radames Pera",John Milius,Thom Noble,Unknown,Unknown,Unknown,Basil Poledouris,Ric Waite
656,9440,Primary Colors,"John Travolta,Emma Thompson,Billy Bob Thornton,Kathy Bates,Adrian Lester,Maura Tierney,Larry Hagman,Diane Ladd,Rob Reiner,Allison Janney,Mykelti Williamson,Stacy Edwards,Paul Guilfoyle,Robert Klein,Tony Shalhoub,Caroline Aaron,Chelcie Ross",Mike Nichols,Arthur P. Schmidt,Unknown,Unknown,Unknown,Ry Cooder,Michael Ballhaus
657,71679,Resident Evil Retribution,"Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer,Li Bingbing,Boris Kodjoe,Johann Urb,Robin Kasyanov,Kevin Durand,Ofilio Portillo,Oded Fehr,Colin Salmon,Shawn Roberts,Megan Charpentier,Takato Yamashita,Mika Nakashima,Ray Olubowale,Spencer Locke,Anna Bolt,Indra Ové,Heike Makatsch,Sandrine Holt,Liz May Brice,Thomas Kretschmann,Ali Larter,Wentworth Miller",Paul W.S. Anderson,Niven Howie,Kevin Phipps,Dan Yarhi,Wendy Partridge,tomandandy,Glen MacPherson
658,10483,Death Race,"Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Max Ryan,Jacob Vargas,Jason Clarke,Fred Koehler,Justin Mader,Robert LaSardo,Robin Shou,John Fallon",Paul W.S. Anderson,Unknown,Paul D. Austerberry,Michele Laliberte,Gregory Mah,Unknown,Scott Kevan
659,11412,The Long Kiss Goodnight,"Geena Davis,Samuel L Jackson,Yvonne Zima,Craig Bierko,Tom Amandes,Brian Cox,Patrick Malahide,David Morse,Joseph McKenna,Melina Kanakaredes,Rex Linn,Alan North,Dan WarrySmith,Kristen Bone,Jennifer Pisana",Renny Harlin,William Goldenberg,Unknown,Unknown,Unknown,Alan Silvestri,Guillermo Navarro
660,11983,Proof of Life,"Meg Ryan,Russell Crowe,David Morse,Pamela Reed,David Caruso,Flora Martínez,Anthony Heald,Gottfried John,Tony Vázquez",Taylor Hackford,Unknown,Unknown,Unknown,Unknown,Danny Elfman,Slawomir Idziak
661,6795,Zathura A Space Adventure,"Jonah Bobo,Josh Hutcherson,Dax Shepard,Kristen Stewart,Tim Robbins,Frank Oz,Derek Mears,Douglas Tait,Joe Bucaro III,Jeff Wolfe,John Alexander",Jon Favreau,Dan Lebental,J. Michael Riva,Richard F. Mays,Laura Jean Shannon,John Debney,Guillermo Navarro
662,550,Fight Club,"Edward Norton,Brad Pitt,Meat Loaf,Jared Leto,Helena Bonham Carter,Zach Grenier,Holt McCallany,Eion Bailey,Richmond Arquette,David Andrews,Christina Cabot,Tim DeZarn,Ezra Buzzington,Bob Stephenson,David Lee Smith,Carl Ciarfalio,Stuart Blumberg,Mark Fite,Matt Winston,Lauren Sánchez,Thom Gossom Jr,Markus Redmond,Van Quattro,Michael Girardin,David Jean Thomas,Paul Carafotes,Christopher John Fields,Michael Shamus Wiles,George Maguire,Eugenie Bondurant,Sydney Big Dawg Colston,Rachel Singer,Christie Cronenweth,Dierdre DowningJackson,Charlie Dell,Rob Lanza,Joel Bissonnette,Evan Mirand,Robby Robinson,Lou Beatty Jr,Valerie Bickford,Peter Iacangelo,Todd Peirce,Joon Kim,Bennie Moore,Pat McNamara,Tyrone R Livingston,Owen Masterson,Anderson Bourell,Scotch Ellis Loring,Andi Carnick,Edward Kowalczyk,Leonard Termo,Michael Arturo,Greg Bronson,Matt Cinquanta,Tommy Dallace,Paul Dillon,Tom Falzone,Eddie Hargitay,Phil Hawn,Bruce Holman,Jawara,Baron Jay,Jim Jenkins,Kevin Scott Mack,Trey Ore,Louis Ortiz,Hugh Peddy,JT Pontino,Chad Randau,Marcio Rosario,Gregory Silva,Brian Tochi,Alekxia Valdez,Michael Zagst,Gökhan Öncel",David Fincher,James Haygood,Alex McDowell,Chris Gorak,Michael Kaplan,John King,Jeff Cronenweth
663,11170,We Are Marshall,"Matthew McConaughey,Matthew Fox,Anthony Mackie,David Strathairn,Ian McShane,Kate Mara,January Jones,Kate Kneeland",McG,Priscilla Nedd-Friendly,Unknown,Unknown,Unknown,Christophe Beck,Shane Hurlbut
664,9292,Hudson Hawk,"Bruce Willis,Danny Aiello,Andie MacDowell,James Coburn,Richard E Grant,Sandra Bernhard,David Caruso,Frank Stallone",Michael Lehmann,Chris Lebenzon,Unknown,Unknown,Unknown,Michael Kamen,Dante Spinotti
665,10783,Lucky Numbers,"John Travolta,Lisa Kudrow,Tim Roth,Ed ONeill,Michael Rapaport,Daryl Mitchell,Bill Pullman,Richard Schiff,Michael Moore,Sam McMurray,Michael Weston,Maria Bamford,Caroline Aaron,John F ODonohue,Colin Mochrie",Nora Ephron,Barry Malkin,Unknown,Unknown,Unknown,George Fenton,John Lindley
666,100241,"I, Frankenstein","Aaron Eckhart,Yvonne Strahovski,Bill Nighy,Jai Courtney,Miranda Otto,Caitlin Stasey,Kevin Grevioux,Aden Young,Deniz Akdeniz,Chris Pang,Socratis Otto,Steve Mouzakis,Bruce Spence,Mahesh Jadu,John Reynolds,Goran D Kleut,Chris Anderson,Nicholas Bell,Virginie Le Brun,Penny Higgs,Yasca Sinigaglia,Nicole Downs",Stuart Beattie,Marcus D'Arcy,Michelle McGahey,Simon McCutcheon,Cappi Ireland,Johnny Klimek,Ross Emery
667,257,Oliver Twist,"Barney Clark,Ben Kingsley,Jamie Foreman,Harry Eden,Edward Hardwicke,Leanne Rowe,Ian McNeice,Chris Overton,Andy Linden,Teresa Churcher,Jake Curran,Turbo,Lewis Chase,Levi Hayes,Jeremy Swift,Gillian Hanna,Michael Heath,Patrick Godfrey,Mark Strong,Ophelia Lovibond,Liz Smith,Andy de la Tour,Richard Durden,Peter Copley,John Nettleton,Tony Noble,Gerard Horan,Morgane Polanski,Alun Armstrong,Frances Cuka,Paul Brooke,Nick Stringer,Frank Mills,Richard Ridings",Roman Polanski,Hervé de Luze,Allan Starski,Jindrich Kocí,Anna B. Sheppard,Rachel Portman,Pawel Edelman
668,9947,Elektra,"Jennifer Garner,Goran Visnjic,Will Yun Lee,CaryHiroyuki Tagawa,Terence Stamp,Natassia Malthe,Kirsten Prout,Colin Cunningham,Edson T Ribeiro,Chris Ackerman,Bob Sapp,Mark Houghton,Hiro Kanagawa,Laura Ward,Ian Tracey,Aaron Au,Kevan Ohtsji,Kurt Max Runte,Nathaniel Arcand,Jana Mitsoula",Rob Bowman,Kevin Stitt,Graeme Murray,Eric Norlin,Lisa Tomczeszyn,Christophe Beck,Bill Roe
669,189,Sin City A Dame to Kill For,"Mickey Rourke,Jessica Alba,Josh Brolin,Joseph GordonLevitt,Rosario Dawson,Bruce Willis,Eva Green,Powers Boothe,Dennis Haysbert,Ray Liotta,Christopher Meloni,Jeremy Piven,Christopher Lloyd,Jaime King,Juno Temple,Stacy Keach,Marton Csokas,Jude Ciccolella,Jamie Chung,Lady Gaga,Alexa PenaVega,Julia Garner,Billy Blair,Patricia Vonne,Bart Fletcher,Alejandro RoseGarcia,Samuel Davis,Mike Davis,Kimberly Cox,Alcides Dias,Vincent Fuentes,Rob Franco,Daylon Walton,Eloise DeJoria,Bob Schreck,Lawrence Varnado,Jimmy Gonzales,Tommy Townsend,Robert Lott,Gregory Kelly,Patrick Sane,Greg Ingram,Will Beinbrink,Dimitrius Pulido,John Wirt,Emmy Robbin,Luis Albert Acevedo Jr,Christian Bowman,Johnny Reno,Callie Hernandez",Robert Rodriguez,Robert Rodriguez,Steve Joyner,Unknown,Nina Proctor,Robert Rodriguez,Robert Rodriguez
670,12618,Random Hearts,"Harrison Ford,Kristin Scott Thomas,Charles S Dutton,Bonnie Hunt,Dennis Haysbert,Sydney Pollack,Richard Jenkins,Paul Guilfoyle,Susanna Thompson,Peter Coyote,Dylan Baker,Lynne Thigpen,Susan Floyd,Bill Cobbs,Kate Mara,Ariana Thomas,Nelson Landrieu,Brooke Smith,Christina Chang,Michelle Hurd,Reiko Aylesworth,Raymond Anthony Thomas,Edie Falco,S Epatha Merkerson",Sydney Pollack,William Steinkamp,Unknown,Unknown,Unknown,Dave Grusin,Philippe Rousselot
671,253412,Everest,"Jason Clarke,Jake Gyllenhaal,Josh Brolin,John Hawkes,Sam Worthington,Robin Wright,Keira Knightley,Clive Standen,Emily Watson,Mia Goth,Michael Kelly,Martin Henderson,Elizabeth Debicki,Tom GoodmanHill,Vanessa Kirby,Naoko Mori,Mark Derwin,Thomas M Wright,Ingvar Eggert Sigurðsson,Ang Phula Sherpa,Charlotte Bøving,Pemba Sherpa,Amy Shindler,Simon Harrison,Chris Reilly,Tim Dantay,Todd Boyce,Justin Salinger,Stormur Jón Kormákur Baltasarsson,Demetri Goritsas,Chike Chan,Micah A Hauptman,Nancy Baldwin,Lucy NewmanWilliams,Vijay Lama,Avin Shah",Baltasar Kormákur,Mick Audsley,Gary Freeman,Alessandro Santucci,Guy Speranza,Dario Marianelli,Salvatore Totino
672,1427,Perfume The Story of a Murderer,"Ben Whishaw,Simon Chandler,David Calder,Richard Felix,Birgit Minichmayr,Sian Thomas,Michael Smiley,Alvaro Roque,Franck Lefeuvre,Sam Douglas,Karoline Herfurth,Timothy Davies,Dustin Hoffman,Rachel HurdWood,Alan Rickman,Sara Forestier,Corinna Harfouch,Paul Berrondo,Joanna Griffiths,Jessica Schwarz,Harris Gordon,Enric Arquimbau,Andrés Herrera,John Hurt",Tom Tykwer,Alexander Berner,Uli Hanisch,Unknown,Pierre-Yves Gayraud,Tom Tykwer,Frank Griebe
673,818,Austin Powers in Goldmember,"Mike Myers,Beyoncé Knowles,Seth Green,Michael York,Mindy Sterling,Verne Troyer,Michael Caine,Fred Savage,Diane Mizota,Carrie Ann Inaba,Nobu Matsuhisa,Robert Wagner,Anna Marie Goddard,Aaron Himelstein,Josh Zuckerman,Evan Farmer,Tom Lister Jr,Nichole Hiltz,Gwyneth Paltrow,Angela Meryl,Scott Aukerman,John Travolta,Danny DeVito,Kevin Spacey,Tom Cruise,Eddie Adams,Neil Mullarkey,Eric Winzenried,Jim Piddock,Esther Scott,Leyna Nguyen,Jeannette Charles,Brian Tee,Masi Oka,Kevin Cooney,Clint Howard,Michael McDonald,Donna DErrico,Fred Stoller,Brad Grunberg,Greg Grunberg,Ren Urano,Kinga Philipps,John Donovan,Masa Kanome,Hideo Kimura,Hiroshi Otaguro,Kevin Alexander Stea,Linda Kim,Nina Kaczorowski,Tammy Vanderpool,Nikki Ziering,Sybil Azur,Nicole Humphries,Patrice Fisher,Timothy Anderson,Faune A Chambers,Kelly Cooper,RJ Durell,Shaun Earl,Michelle Elkin,Jennifer Hamilton,Hunter Hamilton,Michael Higgins,Mark Meismer,Mandy Moore,Ayesha Orange,Nathan Prevost,Liz Ramos,Shealan Spencer,Becca Sweitzer,Salvatore Vassallo,Robert Vinson,Amie Barsky,Lina Chmiel,Sharon Ferguson,Trey Knight,Brian Richardson,Kimberlee Suerth,Lakisha Swift,Nathan Lane,Katie Couric,Rob Lowe,Ryan Allen Carrillo,Michael Chaturantabut,Gabriel Corbin,Devyn Duex,Christy McGinity Gibel,Paul Grace,Ben Hisoler,Will Holman,Eiji Inoue,Jimmy Jatho,Kristen Johnston,Charles M Kerper,Martin Klebba,Carolina Lancaster,Ryan McGonagle,Kinsey McLean,Marylee Picciano,Gene Anthony Ray,Tara Rice,Nicole Sciacca,Matt Sergott,Sonny Sison ,Michael Sun Lee,Chris Sung,Andreanna Veith,Kevin Vila,Dan Warner,Shane Zeranski,Ozzy Osbourne,Steven Spielberg,Britney Spears",Jay Roach,Jon Poll,Rusty Smith,Drew Boughton,Deena Appel,George S. Clinton,Peter Deming
674,16577,Astro Boy,"Nicolas Cage,Kristen Bell,Bill Nighy,Donald Sutherland,Freddie Highmore,Eugene Levy,Sterling Beaumon,Nathan Lane,Samuel L Jackson,Charlize Theron,David Alan Grier,Alan Tudyk,Newell Alexander,Elle Fanning,Pilar Flynn",David Bowers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
675,329,Jurassic Park,"Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck,Martin Ferrero,BD Wong,Joseph Mazzello,Ariana Richards,Samuel L Jackson,Wayne Knight,Gerald R Molen,Miguel Sandoval,Cameron Thor,Christopher John Fields,Whit Hertford,Dean Cundey,Jophery C Brown,Tom Mishler,Greg Burson,Adrian Escober,Richard Kiley,Brad M Bucklin,Laura Burnett,Gary Rodriguez,Brian Smrz,Robert Bobby Z Zajonc",Steven Spielberg,Michael Kahn,Rick Carter,William James Teegarden,Unknown,John Williams,Dean Cundey
676,12160,Wyatt Earp,"Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Linden Ashby,Jeff Fahey,Joanna Going,Mark Harmon,Michael Madsen,Catherine OHara,Bill Pullman,Isabella Rossellini,Tom Sizemore,JoBeth Williams,Mare Winningham,James Gammon,Rex Linn,Adam Baldwin,Randle Mell,Annabeth Gish,Lewis Smith,Ian Bohen,Betty Buckley,Owen Roizman",Lawrence Kasdan,Carol Littleton,Ida Random,Gary Wissner,Colleen Atwood,James Newton Howard,Owen Roizman
677,9331,Clear and Present Danger,"Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny,Harris Yulin,Donald Moffat,Miguel Sandoval,Benjamin Bratt,Raymond Cruz,Dean Jones,Thora Birch,Ann Magnuson,Hope Lange,Tom Tammi,James Earl Jones,Ted Raimi,Greg Germann",Phillip Noyce,Neil Travis,Unknown,Unknown,Unknown,James Horner,Donald McAlpine
678,300168,Dragon Blade,"Jackie Chan,John Cusack,Adrien Brody,Sharni Vinson,Benny Urquidez,Kevin Lee,Raiden Integra,Tomer Oz,Alfred Hsing,Choi Siwon,Max Huang,Paul Philip Clark,Lorie Pester,Joel Adrian,Joel Adrian,Harry Oram,Kyle Shapiro,Jonathan Paulson,Vander McLeod,Philippe Joly,Faith Ugurlu,Danny Salay,Pierre Bourdaud,Jai Day,Murray Clive Walker,Emrah Yilmaz,Danny Cameron,Kyle Cameron,Kyle Andrew MacNeil,Daniel P Cameron,Miroslav Karel,JJ Demiannay,Alexander Corne,James Lee Guy,Will Lefebvre,Lin Peng,Steve Yoo",Daniel Lee,Unknown,Unknown,Jia Neng Huang,Unknown,Unknown,Tony Cheng
679,9072,Little Man,"Marlon Wayans,Shawn Wayans,Kerry Washington,John Witherspoon,Tracy Morgan,Lochlyn Munro",Keenen Ivory Wayans,Nick Moore,Leslie Dilley,Gwendolyn Margetson,Jori Woodman,Unknown,Steven Bernstein
680,3536,U571,"Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,David Keith,Thomas Kretschmann,Jake Weber,Jack Noseworthy,Tom Guiry,Will Estes,Terrence TC Carson",Jonathan Mostow,Wayne Wahrman,Götz Weidner,Marco Trentini,April Ferry,Richard Marvin,Oliver Wood
681,9087,The American President,"Michael Douglas,Annette Bening,Michael J Fox,Martin Sheen,Anna Deavere Smith,Shawna Waldron,Samantha Mathis,David Paymer,Richard Dreyfuss,Nina Siemaszko,Wendie Malick,Beau Billingslea,Gail Strickland,Joshua Malina,Clement von Franckenstein,John Mahoney,John Mahon,Gabriel Jarret",Rob Reiner,Robert Leighton,Unknown,Unknown,Unknown,Unknown,John Seale
682,12177,The Love Guru,"Mike Myers,Jessica Alba,Justin Timberlake,Romany Malco,Meagan Good,Verne Troyer,Manu Narayan,Omid Djalili,Ben Kingsley,Deepak Chopra,Stephen Colbert,Jim Gaffigan,Val Kilmer,Jessica Simpson,Mariska Hargitay,Kanye West,Trevor Heins,John Oliver,Samantha Bee",Marco Schnabel,Billy Weber,Charles Wood,Unknown,Karen Patch,George S. Clinton,Peter Deming
683,12138,3000 Miles to Graceland,"Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,Kevin Pollak,David Arquette,Jon Lovitz,Howie Long,Thomas Haden Church,Bokeem Woodbine,IceT,Louis Lombardi,Michael Kopsa",Demian Lichtenstein,Michael J. Duthie,Unknown,Unknown,Unknown,Unknown,David Franco
684,273248,The Hateful Eight,"Samuel L Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demián Bichir,Tim Roth,Michael Madsen,Bruce Dern,James Parks,Dana Gourrier,Zoë Bell,Lee Horsley,Gene Jones,Keith Jefferson,Craig Stark,Belinda Owino,Channing Tatum,Quentin Tarantino",Quentin Tarantino,Fred Raskin,Yohei Taneda,Richard L. Johnson,Courtney Hoffman,Ennio Morricone,Robert Richardson
685,9955,Blades of Glory,"Will Ferrell,Jon Heder,Will Arnett,Amy Poehler,Jenna Fischer,William Fichtner,Craig T Nelson,Romany Malco,Nick Swardson,Scott Hamilton,Andy Richter,Greg Lindsay,Rob Corddry,Nick Jameson,Tom Virtue,Ben Wilson,William Daniels,Zachary Ferren,Rémy Girard,Steven M Gagnon,Nancy Kerrigan,Luke Wilson,Brian Boitano,Dorothy Hamill,Peggy Fleming,Sasha Cohen,Jim Lampley,Katharine Towne,Kerry Rossall",Josh Gordon,Richard Pearson,Stephen J. Lineweaver,Seth Reed,Julie Weiss,Theodore Shapiro,Stefan Czapsky
686,50359,Hop,"Russell Brand,James Marsden,Kaley Cuoco,Hank Azaria,Elizabeth Perkins,Gary Cole,Hugh Laurie,Tiffany Espensen,David Hasselhoff,Chelsea Handler,Dustin Ybarra",Tim Hill,Gregory Perler,Unknown,Unknown,Unknown,Christopher Lennertz,Peter Lyons Collister
687,1271,300,"Gerard Butler,Lena Headey,Dominic West,David Wenham,Vincent Regan,Michael Fassbender,Tom Wisdom,Andrew Tiernan,Andrew Pleavin,Rodrigo Santoro,Giovani Cimmino,Tyler Neitzel,Stephen McHattie,Eli Snyder,Tim Connolly,MarieJulie Rivest,Peter Mensah,Arthur Holden,Michael Sinelnikoff,Kelly Craig,Greg Kramer,Alex Ivanovici,Tom Rack,David Francis,James Bradford,Sebastian St Germain,John DunnHill,Dennis St John,Neil Napier,Dylan Smith,Maurizio Terrazzano,Kwasi Songui,Alexandra Beaton,Frédéric Smith,Loucas Minchillo,Nicholas Minchillo,Andrew Shaver,Marcel Jeannin,Robin Wilcock,Robert Paradis,Jere Gillis,Jeremy Thibodeau,Tyrone Benskin,Robert Maillet,Patrick Sabongui,David Schaap,Leon Laderach,Dave Lapommeray,Vervi Mauricio,Charles Papasoff,Isabelle Champeau,VeroniqueNatale Szalankiewicz,Maéva Nadon,David Thibodeau,Jean Michel Paré,Stewart Myiow,Andreanne Ross,Sara Giacalone,Ariadne Bourbonnière,Isabelle Fournel,Sandrine MeretteAttiow,Danielle Hubbard,Elisabeth Etienne,Ruan Vibegaard,Genevieve Guilbault,Bonnie Mak,Amélie Sorel,Caroline Aspirot,Gina Gagnon,Tania Trudell,Stéphanie Aubry,Mercedes Leggett,Stephania Gambaroff,Chanelle Lamothe,SabrinaJasmine Guilbault,Manny Cortez Tuazon,Atif Y Siddiqi,Camille Rizkallah,Trudi Hanley,Neon Cobran,Gary A Hecker,Devin Delorme,Deke Richards,Darren Shahlavi,Marc Trottier,Duy Vo Van,Agnieshka Wnorowska",Zack Snyder,William Hoy,James D. Bissell,Nicolas Lepage,Michael Wilkinson,Tyler Bates,Larry Fong
688,693,Meet the Fockers,"Ben Stiller,Teri Polo,Robert De Niro,Dustin Hoffman,Barbra Streisand,Blythe Danner,Tim Blake Nelson,Alanna Ubach,Shelley Berman,Owen Wilson,Ray Santiago,Spencer Pickren,Bradley Pickren,Kali Rocha,Dorie Barton,Jack Plotnick,Wayne Thomas Yorke,Max Hoffman,Linda ONeil",Jay Roach,Alan Baumgarten,Rusty Smith,Andrew Neskoromny,Carol Ramsey,Randy Newman,John Schwartzman
689,14306,Marley Me,"Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner,Alan Arkin,Nathan Gamble,Haley Bennett,Ann Dowd,Clarke Peters,Finley Jacobsen,Lucy Merriam,Bryce Robinson,Ben Hyland,Sarah OKelly,Keith Hudson,Haley Hudson,Tom Irwin,Alec Mapa,Sandy Martin,Joyce Van Patten,Zabryna Guevara,Megan Grace,Haley Higgins,Ana Ayora,Matthew J Walters,Nicole Herold,Paul Tei,Gaston Renaud,Angelina Assereto,Emmett Robin,Lisa Varga,Dylan Henry,Stephen Lee Davis,Michael Baskin,Bradley Frishman,Eric Conger",David Frankel,Mark Livolsi,Stuart Wurtzel,W. Steven Graham,Cindy Evans,Unknown,Florian Ballhaus
